Date,Open,High,Low,Close,Volume
2024-03-14,2029.2,2064.8,2002.8,2010.0,8877300
2024-03-15,2119.5,2151.7,2059.0,2062.8,21225900
2024-03-18,2118.6,2138.8,2099.4,2120.5,5920300
2024-03-19,2178.6,2195.4,2134.9,2139.2,8852100
2024-03-21,2220.4,2222.8,2163.3,2178.6,8431000
2024-03-22,2194.5,2233.9,2174.8,2220.4,5957600
2024-03-25,2185.8,2202.6,2181.0,2199.3,4219400
2024-03-26,2181.0,2215.6,2176.2,2210.8,4721200
2024-03-27,2180.5,2211.3,2180.5,2195.4,5403200
2024-03-28,2209.4,2230.5,2182.9,2188.2,7133100
2024-03-29,2256.0,2285.8,2235.8,2257.4,6187300
2024-04-01,2189.7,2279.5,2168.5,2279.0,10850300
2024-04-02,2233.4,2254.0,2208.9,2229.1,6522000
2024-04-03,2305.9,2344.4,2284.3,2301.1,12685500
2024-04-04,2372.7,2393.8,2344.4,2348.2,10420900
2024-04-05,2373.2,2430.8,2359.3,2379.9,14808800
2024-04-08,2363.6,2404.9,2330.9,2399.1,9821000
2024-04-09,2370.8,2391.0,2355.4,2391.0,4628700
2024-04-10,2375.6,2378.0,2339.6,2342.9,4472800
2024-04-11,2467.3,2497.1,2400.1,2405.4,12638000
2024-04-12,2492.8,2496.2,2440.0,2465.9,7536500
2024-04-15,2486.1,2525.0,2466.4,2497.1,9349800
2024-04-16,2396.7,2463.0,2388.1,2457.7,10274100
2024-04-17,2332.8,2395.3,2309.3,2376.1,8699200
2024-04-18,2280.0,2290.6,2215.1,2236.8,9650600
2024-04-19,2314.6,2400.1,2229.1,2257.9,28033000
2024-04-22,2295.8,2345.8,2254.0,2297.3,10103700
2024-04-23,2301.6,2332.8,2299.2,2325.1,5429700
2024-04-24,2339.6,2353.0,2326.6,2333.8,4600400
2024-04-25,2267.5,2331.4,2267.0,2325.1,5621500
2024-04-26,2280.0,2302.1,2265.6,2270.4,6020900
2024-04-30,2298.7,2317.5,2267.5,2280.0,6553200
2024-05-01,2258.9,2274.7,2223.8,2267.5,5706800
2024-05-02,2245.4,2259.3,2222.3,2230.0,5039200
2024-05-07,2267.5,2294.9,2228.6,2289.6,5100200
2024-05-08,2242.0,2280.5,2239.6,2271.8,3599400
2024-05-09,2275.2,2286.2,2255.5,2286.2,3769100
2024-05-10,2329.0,2337.2,2292.0,2294.9,4841100
2024-05-13,2299.2,2305.0,2274.2,2291.5,4755000
2024-05-14,2295.8,2366.5,2263.2,2337.6,13333000
2024-05-15,2294.9,2331.9,2292.0,2296.3,8253700
2024-05-16,2256.9,2303.0,2242.0,2295.4,7319700
2024-05-17,2264.6,2269.9,2243.0,2262.2,4351000
2024-05-20,2359.7,2370.8,2277.1,2277.1,8872600
2024-05-21,2344.4,2365.5,2321.3,2325.1,4512100
2024-05-22,2305.5,2337.2,2302.1,2322.7,5050700
2024-05-23,2299.2,2302.6,2244.0,2300.6,4815200
2024-05-24,2278.1,2291.0,2254.5,2280.5,3875700
2024-05-27,2294.9,2312.2,2275.7,2294.9,3440500
2024-05-28,2319.9,2339.6,2303.0,2303.5,4084600
2024-05-29,2338.1,2381.4,2330.4,2354.0,6012900
2024-05-30,2283.4,2302.1,2268.9,2290.1,6210400
2024-05-31,2328.5,2330.0,2265.6,2267.5,10386500
2024-06-03,2386.6,2390.5,2360.2,2368.4,6422100
2024-06-04,2296.8,2363.6,2289.1,2346.3,10241900
2024-06-05,2223.8,2244.4,2219.9,2229.1,8318600
2024-06-06,2219.9,2239.6,2213.7,2225.2,6746200
2024-06-07,2232.9,2245.4,2225.2,2237.7,3682600
2024-06-10,2254.0,2261.7,2237.7,2240.6,3792500
2024-06-11,2251.2,2294.4,2248.8,2291.5,5273400
2024-06-12,2281.9,2292.5,2235.8,2239.6,5176700
2024-06-13,2244.4,2271.8,2241.6,2266.5,4363900
2024-06-14,2250.7,2259.3,2213.7,2218.5,5083200
