Date,Open,High,Low,Close,Volume
2024-06-03,3305.1,3319.8,3272.6,3295.2,9106800
2024-06-04,3251.0,3280.5,3241.1,3261.8,9093400
2024-06-05,3190.0,3209.7,3155.6,3196.9,9687400
2024-06-06,3180.2,3215.6,3177.2,3183.1,8327200
2024-06-07,3193.9,3203.8,3154.6,3159.5,6523500
2024-06-10,3206.7,3214.6,3167.4,3167.4,6584700
2024-06-11,3221.5,3271.6,3207.7,3216.6,8085500
2024-06-12,3167.4,3183.1,3135.9,3152.6,10372500
2024-06-13,3089.7,3154.6,3069.0,3137.9,15237700
2024-06-14,3137.9,3155.6,3073.9,3089.7,15591700
2024-06-17,3029.7,3085.7,3009.0,3052.3,13882900
2024-06-18,3009.0,3052.3,2998.2,3044.4,10191600
2024-06-19,3008.0,3008.0,2977.5,2977.5,8052500
2024-06-20,3004.1,3005.1,2960.8,2978.5,7373800
2024-06-21,2996.2,3022.8,2990.3,3010.0,15026500
2024-06-24,2998.2,3015.9,2982.4,2996.2,7553900
2024-06-25,3113.3,3117.2,3012.0,3019.8,13167700
2024-06-26,3083.8,3108.3,3061.1,3101.5,11066100
2024-06-27,3048.3,3076.9,3037.5,3073.9,10053300
2024-06-28,3096.5,3104.4,3050.3,3059.2,10361300
2024-07-01,3204.7,3209.7,3163.4,3166.4,14151900
2024-07-02,3288.4,3297.2,3198.8,3205.7,15589500
2024-07-03,3285.4,3293.3,3247.0,3285.4,10034100
2024-07-04,3332.6,3335.6,3292.3,3300.2,9765400
2024-07-05,3330.7,3352.3,3303.1,3335.6,9264600
2024-07-08,3312.9,3346.4,3308.0,3316.9,8200800
2024-07-09,3320.8,3342.5,3309.0,3317.9,8115200
2024-07-10,3282.5,3319.8,3264.8,3303.1,11595400
2024-07-11,3313.9,3343.4,3307.0,3329.7,8201000
2024-07-12,3280.5,3316.9,3278.5,3292.3,9468200
2024-07-16,3314.9,3356.2,3276.6,3278.5,9277600
2024-07-17,3336.6,3354.3,3318.9,3333.6,7871400
2024-07-18,3299.2,3332.6,3268.7,3272.6,7470300
2024-07-19,3248.0,3273.6,3225.4,3270.7,9686600
2024-07-22,3222.5,3261.8,3212.6,3253.9,6083100
2024-07-23,3207.7,3252.9,3203.8,3216.6,5979600
2024-07-24,3177.2,3232.3,3174.3,3191.0,6602000
2024-07-25,3046.4,3077.9,3029.7,3059.2,13947400
2024-07-26,3062.1,3111.3,3050.3,3059.2,9208100
2024-07-29,3123.1,3154.6,3082.8,3107.4,6233100
2024-07-30,3091.6,3101.5,3064.1,3085.7,6077100
2024-07-31,3092.6,3116.2,3031.6,3062.1,11539900
2024-08-01,3002.1,3098.5,2922.4,3030.6,22806200
2024-08-02,2792.6,2893.4,2781.8,2787.2,21841800
2024-08-05,2398.6,2600.3,2359.3,2582.6,28172200
2024-08-06,2618.0,2671.1,2533.4,2669.1,25806600
2024-08-07,2787.2,2852.1,2552.6,2585.0,23454200
2024-08-08,2698.2,2766.5,2681.0,2695.2,15147600
2024-08-09,2745.9,2788.7,2708.0,2747.3,15618900
2024-08-13,2816.2,2838.8,2790.6,2793.6,12874900
2024-08-14,2843.7,2897.8,2813.3,2842.8,11328000
2024-08-15,2897.4,2914.1,2843.7,2851.1,11264500
2024-08-16,2980.5,2980.5,2922.9,2974.6,14369700
2024-08-19,2975.6,3028.7,2965.7,2973.6,10608500
2024-08-20,2974.6,3013.9,2962.8,3000.1,10359500
2024-08-21,2968.7,2977.5,2928.3,2933.3,6267200
2024-08-22,2977.5,2981.5,2955.9,2969.7,8518700
2024-08-23,2922.4,2978.5,2922.4,2975.6,10273700
2024-08-26,2923.4,2949.0,2898.3,2902.8,11075100
2024-08-27,2949.0,2950.0,2897.8,2930.8,7441800
2024-08-28,2951.0,2957.8,2931.3,2936.2,5081300
2024-08-29,2953.9,2972.6,2948.0,2955.9,8312400
2024-08-30,2963.8,2995.2,2945.6,2960.8,9514300
2024-09-02,2971.6,2993.3,2946.0,2980.5,6890200
2024-09-03,2984.4,3006.0,2965.7,2980.5,7500500
2024-09-04,2835.4,2880.1,2827.0,2852.6,16982500
2024-09-05,2866.9,2902.8,2780.8,2786.2,10261200
2024-09-06,2831.9,2861.0,2813.7,2838.3,11008300
2024-09-09,2805.9,2817.2,2748.3,2754.2,9151500
2024-09-10,2814.7,2854.6,2811.3,2822.1,7844100
2024-09-11,2734.6,2790.6,2710.0,2765.5,11943600
2024-09-12,2801.9,2823.1,2772.9,2783.7,11469500
2024-09-13,2788.2,2808.8,2769.5,2794.1,10715700
2024-09-17,2778.3,2807.8,2736.5,2783.3,10489200
2024-09-18,2756.7,2828.0,2725.2,2827.5,9602200
2024-09-19,2836.4,2854.1,2798.5,2804.4,8979500
2024-09-20,2904.2,2941.1,2879.6,2911.1,27871800
2024-09-24,2912.1,2958.8,2902.8,2919.0,10107500
2024-09-25,2938.7,2956.9,2911.6,2912.6,9075200
2024-09-26,3009.0,3009.0,2942.6,2960.8,13938200
2024-09-27,3082.0,3090.0,3009.0,3049.0,12457200
2024-09-30,2952.5,2988.0,2932.0,2940.0,18745500
2024-10-01,3027.0,3042.0,2948.5,2955.0,10277500
2024-10-02,3042.0,3067.0,2995.0,2996.5,9814100
2024-10-03,3059.0,3125.0,3045.0,3122.0,9102300
2024-10-04,3082.0,3092.0,3037.0,3055.0,9196200
2024-10-07,3086.0,3132.0,3047.0,3123.0,10975200
2024-10-08,2995.0,3046.0,2982.0,3042.0,9152300
2024-10-09,2945.5,3039.0,2936.0,3030.0,8901500
2024-10-10,2964.0,2992.0,2957.5,2988.5,5376400
2024-10-11,2961.5,3007.0,2961.5,3000.0,6519700
2024-10-15,2926.0,2983.0,2925.0,2980.0,12887600
2024-10-16,2895.0,2936.0,2868.0,2892.5,8326200
2024-10-17,2895.5,2926.0,2894.0,2903.0,6671700
2024-10-18,2875.0,2905.0,2868.0,2901.0,6765000
2024-10-21,2840.0,2870.5,2836.5,2868.5,7255900
2024-10-22,2816.5,2866.0,2804.5,2842.0,6567700
2024-10-23,2805.0,2832.5,2794.0,2816.0,6825100
2024-10-24,2787.5,2807.0,2753.0,2780.0,7677300
2024-10-25,2765.5,2791.0,2748.0,2769.0,6256600
2024-10-28,2805.0,2824.0,2742.5,2753.0,7860800
2024-10-29,2831.0,2841.0,2808.0,2814.0,6378700
2024-10-30,2847.5,2883.0,2843.5,2857.5,16736800
2024-10-31,2835.5,2867.0,2822.0,2864.0,9484300
2024-11-01,2746.5,2865.5,2744.0,2800.0,20883600
2024-11-05,2715.0,2739.5,2669.0,2721.0,17165300
2024-11-06,2783.5,2799.0,2722.5,2725.0,11604000
2024-11-07,2768.0,2830.0,2745.0,2830.0,12355100
2024-11-08,2732.5,2781.0,2721.0,2775.0,11203500
2024-11-11,2721.5,2740.5,2710.5,2724.0,7476200
2024-11-12,2700.5,2736.5,2700.5,2721.5,10161900
2024-11-13,2667.5,2713.5,2660.0,2701.0,10217100
2024-11-14,2700.0,2753.0,2681.0,2681.5,10697600
2024-11-15,2700.0,2736.0,2700.0,2729.0,8306600
2024-11-18,2664.0,2689.5,2650.5,2685.0,9797100
2024-11-19,2688.0,2708.0,2671.0,2680.0,8865600
2024-11-20,2661.5,2712.5,2656.5,2691.5,7822500
2024-11-21,2646.0,2682.0,2640.5,2682.0,7893800
2024-11-22,2646.5,2670.5,2644.5,2653.0,8241800
2024-11-25,2636.5,2666.5,2630.5,2654.5,12994700
2024-11-26,2566.0,2610.0,2527.0,2609.0,19992700
2024-11-27,2529.0,2567.0,2522.5,2555.0,11683800
2024-11-28,2548.0,2561.5,2513.0,2520.0,24139300
2024-11-29,2525.5,2533.5,2505.5,2514.5,11873400
2024-12-02,2565.0,2576.0,2522.5,2525.0,11376500
2024-12-03,2628.0,2640.5,2583.5,2599.5,15581600
2024-12-04,2599.0,2652.5,2573.0,2649.0,15117900
2024-12-05,2562.0,2618.0,2550.5,2600.0,11774500
2024-12-06,2556.5,2581.5,2546.0,2568.5,7819900
2024-12-09,2560.0,2560.0,2531.0,2558.0,10820000
2024-12-10,2592.5,2614.5,2584.0,2606.0,10716200
2024-12-11,2580.0,2608.0,2565.5,2605.0,8637600
2024-12-12,2573.5,2605.0,2572.5,2604.0,11095900
2024-12-13,2551.5,2579.5,2544.0,2550.0,11178700
2024-12-16,2532.5,2547.5,2523.0,2540.0,9359700
2024-12-17,2511.0,2555.0,2511.0,2523.0,9334300
2024-12-18,2505.0,2533.0,2505.0,2510.0,8627400
2024-12-19,2500.0,2522.0,2486.0,2500.0,11463500
2024-12-20,2496.5,2517.0,2472.0,2509.5,33909700
2024-12-23,2512.0,2518.5,2491.5,2504.5,10772700
2024-12-24,2510.5,2540.0,2510.5,2515.0,8977300
2024-12-25,2521.5,2521.5,2492.0,2514.0,11524700
2024-12-26,2560.0,2564.5,2521.5,2522.5,11279900
2024-12-27,2610.5,2617.0,2574.5,2588.5,12685800
2024-12-30,2604.0,2636.5,2594.0,2626.5,10838900
2025-01-06,2589.5,2637.0,2578.0,2636.0,11504100
2025-01-07,2573.5,2597.5,2554.0,2571.0,10711800
2025-01-08,2538.0,2566.0,2527.5,2555.0,12094200
2025-01-09,2483.0,2537.0,2483.0,2535.0,14280900
2025-01-10,2478.5,2504.5,2471.0,2493.5,10076700
2025-01-14,2508.0,2511.0,2474.5,2492.0,11955800
2025-01-15,2496.0,2535.5,2484.0,2531.5,8695000
2025-01-16,2489.0,2509.5,2475.0,2499.0,8768400
2025-01-17,2454.5,2485.0,2443.0,2480.0,11547700
2025-01-20,2480.0,2491.5,2461.0,2465.0,7771300
2025-01-21,2461.5,2483.0,2455.5,2477.5,7302700
2025-01-22,2452.0,2477.5,2450.5,2472.0,8094700
2025-01-23,2456.5,2474.5,2444.0,2473.0,9736800
2025-01-24,2469.0,2503.0,2460.5,2483.0,8550500
2025-01-27,2486.0,2504.5,2478.5,2492.5,6899700
2025-01-28,2478.5,2496.0,2464.5,2486.0,7779500
2025-01-29,2474.5,2499.5,2471.0,2499.5,6343300
2025-01-30,2492.5,2493.5,2468.5,2475.0,6932200
2025-01-31,2489.5,2494.5,2469.5,2491.0,7795900
2025-02-03,2455.5,2464.0,2434.0,2460.0,13582800
2025-02-04,2486.5,2496.0,2458.0,2496.0,10211500
2025-02-05,2497.0,2513.0,2479.0,2499.5,10439600
2025-02-06,2520.0,2578.0,2452.5,2497.0,30399600
2025-02-07,2521.5,2559.0,2501.0,2540.0,15081900
2025-02-10,2458.0,2518.0,2458.0,2518.0,11926200
2025-02-12,2455.0,2466.0,2431.0,2458.0,10223400
2025-02-13,2490.0,2498.0,2460.0,2469.5,8593000
2025-02-14,2462.0,2499.0,2461.5,2485.0,7266000
2025-02-17,2417.5,2460.5,2416.0,2454.0,10351700
2025-02-18,2420.0,2438.0,2407.0,2418.0,6509000
2025-02-19,2376.0,2424.0,2375.5,2416.0,13424100
2025-02-20,2369.0,2381.0,2351.0,2369.0,8761400
2025-02-21,2380.5,2401.0,2370.0,2370.0,7250600
2025-02-25,2589.0,2604.5,2507.5,2520.0,42966700
2025-02-26,2521.5,2585.0,2507.5,2585.0,23078000
2025-02-27,2548.0,2572.0,2523.5,2525.0,13544600
2025-02-28,2496.5,2542.0,2486.0,2524.5,19047700
2025-03-03,2562.5,2564.0,2515.5,2532.0,9482500
2025-03-04,2528.5,2554.5,2513.0,2547.5,9384800
2025-03-05,2552.5,2552.5,2509.5,2529.5,10042800
2025-03-06,2563.5,2583.0,2543.0,2550.0,9577900
2025-03-07,2553.0,2561.5,2514.5,2530.0,9234800
2025-03-10,2580.5,2596.5,2552.0,2568.0,8037300
2025-03-11,2584.5,2585.5,2529.0,2572.0,10744800
2025-03-12,2582.5,2589.5,2559.0,2574.0,8414300
2025-03-13,2580.0,2605.5,2580.0,2588.5,7599800
2025-03-14,2580.5,2596.5,2566.5,2568.0,8252700
