Date,Open,High,Low,Close,Volume
2024-05-02,2285.8,2287.7,2253.1,2265.3,5564300
2024-05-07,2280.9,2320.9,2259.4,2312.1,9579700
2024-05-08,2233.6,2312.6,2233.1,2281.9,9279000
2024-05-09,2245.3,2270.7,2234.6,2244.8,3922700
2024-05-10,2255.6,2271.6,2236.1,2264.3,4934600
2024-05-13,2251.2,2259.4,2243.4,2251.7,3721000
2024-05-14,2261.9,2267.7,2236.5,2256.5,3379300
2024-05-15,2257.0,2271.1,2252.6,2262.4,2722300
2024-05-16,2204.9,2265.8,2196.1,2264.8,6412500
2024-05-17,2231.7,2232.6,2205.4,2206.8,4434800
2024-05-20,2275.0,2276.0,2232.2,2232.2,2873800
2024-05-21,2256.0,2288.7,2255.1,2272.1,2341200
2024-05-22,2235.6,2269.2,2235.1,2265.3,2354600
2024-05-23,2236.1,2238.0,2212.7,2224.4,2704700
2024-05-24,2226.8,2235.1,2209.3,2216.6,2126900
2024-05-27,2258.0,2260.9,2220.0,2226.8,1807000
2024-05-28,2267.2,2269.2,2249.2,2257.5,3950400
2024-05-29,2244.3,2281.4,2244.3,2268.2,4132900
2024-05-30,2248.2,2261.9,2232.6,2241.9,5156500
2024-05-31,2317.9,2322.8,2251.7,2251.7,7922000
2024-06-03,2308.2,2334.0,2298.9,2319.9,3920900
2024-06-04,2300.4,2306.2,2285.8,2295.5,6201100
2024-06-05,2217.5,2284.8,2217.5,2284.8,10138000
2024-06-06,2237.0,2259.4,2236.5,2241.9,3357200
2024-06-07,2228.3,2244.3,2219.5,2242.9,3235300
2024-06-10,2276.0,2276.0,2228.7,2231.7,5226500
2024-06-11,2258.5,2288.2,2253.1,2278.0,9393400
2024-06-12,2246.8,2265.8,2245.3,2246.8,3362900
2024-06-13,2200.0,2260.9,2200.0,2251.7,5479900
2024-06-14,2217.5,2220.0,2188.3,2198.0,3557300
2024-06-17,2199.0,2220.5,2191.2,2220.5,2661200
2024-06-18,2190.2,2214.1,2181.5,2208.8,5126700
2024-06-19,2192.2,2200.0,2182.9,2193.2,2211600
2024-06-20,2197.6,2201.5,2183.4,2199.5,1693200
2024-06-21,2211.2,2235.6,2209.7,2222.4,7222100
2024-06-24,2213.6,2224.4,2201.5,2214.6,2026900
2024-06-25,2262.4,2262.4,2226.3,2232.2,5007000
2024-06-26,2247.3,2249.7,2231.7,2249.7,4492800
2024-06-27,2254.6,2258.5,2234.6,2252.6,2920700
2024-06-28,2257.0,2274.1,2252.6,2259.4,3026200
2024-07-01,2288.7,2294.5,2262.4,2279.9,3350300
2024-07-02,2287.2,2300.4,2266.8,2294.5,3907300
2024-07-03,2317.0,2318.9,2288.7,2300.4,4705400
2024-07-04,2349.1,2352.5,2316.5,2322.8,4838900
2024-07-05,2309.2,2353.0,2304.3,2352.1,5615100
2024-07-08,2267.7,2314.5,2267.7,2314.0,4251100
2024-07-09,2259.4,2276.5,2242.4,2271.1,4229200
2024-07-10,2260.4,2266.3,2252.1,2266.3,3347800
2024-07-11,2291.6,2294.1,2266.8,2274.1,3087500
2024-07-12,2286.7,2300.9,2277.5,2285.8,3293900
2024-07-16,2280.9,2297.0,2274.6,2285.8,2625000
2024-07-17,2306.7,2329.6,2286.7,2300.4,4218800
2024-07-18,2272.1,2297.0,2272.1,2291.1,2700000
2024-07-19,2232.6,2270.2,2220.9,2269.2,5339800
2024-07-22,2189.3,2230.2,2189.3,2227.8,5232900
2024-07-23,2176.1,2202.4,2170.3,2189.3,4408500
2024-07-24,2120.1,2165.4,2120.1,2163.9,8012500
2024-07-25,2095.7,2113.2,2090.8,2110.3,5733900
2024-07-26,2099.6,2110.3,2086.9,2096.7,3506300
2024-07-29,2136.6,2144.4,2107.4,2124.9,2987100
2024-07-30,2123.5,2130.3,2107.4,2115.7,2980900
2024-07-31,2154.2,2159.1,2109.3,2115.7,4153500
2024-08-01,2105.4,2137.6,2071.3,2137.6,5003100
2024-08-02,2016.7,2054.8,2008.5,2047.0,7997100
2024-08-05,1783.8,1928.0,1754.0,1911.5,15348400
2024-08-06,1725.3,1885.1,1699.0,1822.8,18538100
2024-08-07,1800.8,1850.5,1702.9,1709.2,12168600
2024-08-08,1785.2,1812.0,1752.1,1761.8,6219100
2024-08-09,1796.0,1834.5,1771.6,1834.5,6115000
2024-08-13,1829.1,1829.1,1791.6,1804.2,5446000
2024-08-14,1859.3,1874.9,1827.6,1841.3,5783400
2024-08-15,1870.0,1879.3,1849.6,1871.0,4996900
2024-08-16,1936.8,1942.2,1915.4,1925.1,4842700
2024-08-19,1903.7,1944.6,1898.3,1934.9,5052800
2024-08-20,1901.7,1930.0,1893.9,1929.5,4429300
2024-08-21,1885.6,1891.0,1868.6,1874.4,3468300
2024-08-22,1892.9,1898.8,1880.8,1891.5,3146900
2024-08-23,1906.1,1907.1,1885.1,1892.9,3430000
2024-08-26,1903.7,1912.4,1895.9,1907.6,2550800
2024-08-27,1931.9,1938.3,1903.7,1906.6,3510700
2024-08-28,1930.5,1956.3,1926.6,1944.6,3644700
2024-08-29,1934.4,1934.4,1911.0,1921.2,2890700
2024-08-30,1964.1,1965.1,1939.7,1945.1,7025400
2024-09-02,1977.7,2007.0,1972.4,1986.0,5054100
2024-09-03,1988.5,1992.4,1970.0,1977.3,2915200
2024-09-04,1920.2,1957.3,1914.4,1940.2,7757200
2024-09-05,1926.1,1952.9,1887.6,1900.7,5069100
2024-09-06,1875.9,1919.8,1865.7,1911.0,7131800
2024-09-09,1856.9,1864.2,1818.9,1820.8,6333000
2024-09-10,1838.4,1879.8,1838.4,1869.6,4999200
2024-09-11,1787.7,1822.3,1771.1,1820.3,8585100
2024-09-12,1806.7,1815.0,1777.0,1809.1,6127100
2024-09-13,1811.1,1822.8,1795.0,1801.3,3883800
2024-09-17,1801.3,1823.7,1779.4,1811.1,4478800
2024-09-18,1825.2,1833.5,1810.6,1818.9,3137200
2024-09-19,1857.9,1874.4,1851.0,1852.0,4919500
2024-09-20,1887.6,1900.7,1876.4,1893.9,5496600
2024-09-24,1900.7,1905.6,1884.2,1905.6,5426500
2024-09-25,1917.8,1930.0,1893.4,1912.0,5546600
2024-09-26,1929.5,1930.0,1901.2,1924.1,10165200
2024-09-27,1952.5,1959.0,1931.0,1949.0,8237600
2024-09-30,1918.5,1926.0,1896.5,1900.0,6176600
2024-10-01,1934.0,1944.5,1914.5,1921.0,3628900
2024-10-02,1941.0,1960.0,1926.5,1926.5,3654700
2024-10-03,1939.5,1975.5,1936.0,1973.0,3246900
2024-10-04,1938.0,1951.0,1925.5,1944.5,3112200
2024-10-07,1938.0,1965.0,1937.0,1960.0,2733800
2024-10-08,1898.5,1940.5,1892.5,1929.0,4919800
2024-10-09,1874.0,1898.0,1862.0,1895.0,5206700
2024-10-10,1882.0,1890.5,1878.0,1880.0,3254600
2024-10-11,1872.5,1911.5,1872.5,1904.0,3073400
2024-10-15,1869.0,1880.5,1857.0,1875.5,3839800
2024-10-16,1859.0,1874.0,1851.5,1860.0,3464800
2024-10-17,1868.0,1878.0,1860.0,1868.0,2802900
2024-10-18,1852.5,1873.5,1850.0,1872.5,2698400
2024-10-21,1846.0,1866.5,1843.5,1857.5,2597200
2024-10-22,1832.0,1844.0,1823.0,1840.0,3494900
2024-10-23,1830.5,1840.0,1823.0,1830.0,2988800
2024-10-24,1818.5,1830.5,1806.5,1821.0,2956500
2024-10-25,1815.0,1825.0,1803.0,1820.0,3581700
2024-10-28,1846.0,1850.0,1796.0,1806.5,4535000
2024-10-29,1858.5,1872.5,1851.0,1854.0,3248500
2024-10-30,1851.5,1867.5,1850.0,1857.5,7732300
2024-10-31,1850.0,1859.5,1833.5,1852.5,3400500
2024-11-01,1836.5,1851.0,1832.5,1842.0,3029300
2024-11-05,1833.5,1851.0,1832.0,1840.0,3113300
2024-11-06,1862.0,1892.0,1848.5,1872.0,6864000
2024-11-07,1888.0,1909.0,1840.0,1846.5,10368200
2024-11-08,1817.0,1885.0,1816.5,1880.0,8035600
2024-11-11,1802.0,1828.5,1796.5,1817.0,4072700
2024-11-12,1798.5,1818.0,1798.0,1801.0,3149000
2024-11-13,1781.5,1808.0,1781.5,1798.0,3832900
2024-11-14,1747.0,1787.0,1747.0,1780.0,5759300
2024-11-15,1746.0,1761.0,1746.0,1753.0,3848400
2024-11-18,1754.5,1763.5,1743.0,1745.0,3342100
2024-11-19,1768.5,1783.5,1761.0,1770.0,3181600
2024-11-20,1747.5,1776.0,1744.0,1773.5,4089000
2024-11-21,1749.5,1767.0,1745.0,1758.5,3178400
2024-11-22,1757.0,1765.5,1753.0,1758.0,3161300
2024-11-25,1746.5,1770.5,1746.5,1769.5,4475200
2024-11-26,1716.5,1748.5,1706.5,1745.0,5487500
2024-11-27,1700.5,1714.5,1689.0,1707.0,4864100
2024-11-28,1715.0,1722.0,1696.5,1698.0,3317300
2024-11-29,1709.0,1720.0,1697.5,1712.0,3215900
2024-12-02,1711.5,1717.0,1703.0,1709.0,3018800
2024-12-03,1723.5,1732.0,1717.5,1720.0,4280100
2024-12-04,1731.0,1739.5,1713.0,1738.5,5007300
2024-12-05,1711.0,1723.5,1701.0,1720.0,4300200
2024-12-06,1715.5,1718.0,1704.0,1709.0,3204800
2024-12-09,1711.5,1720.0,1706.0,1720.0,3172100
2024-12-10,1743.0,1769.0,1733.5,1739.5,5959400
2024-12-11,1744.0,1750.0,1731.5,1746.0,2519600
2024-12-12,1728.0,1749.5,1725.5,1745.0,4313900
2024-12-13,1715.0,1727.0,1709.0,1717.0,3950300
2024-12-16,1687.0,1714.0,1687.0,1713.0,5854200
2024-12-17,1668.0,1696.0,1668.0,1687.0,4862500
2024-12-18,1665.0,1673.5,1662.0,1662.0,3806500
2024-12-19,1669.5,1687.0,1660.0,1660.0,4499200
2024-12-20,1670.0,1697.5,1669.5,1680.0,4855100
2024-12-23,1686.0,1686.5,1654.0,1673.0,5323100
2024-12-24,1702.0,1702.5,1678.5,1680.0,4307500
2024-12-25,1714.0,1715.0,1702.5,1709.0,2943500
2024-12-26,1736.0,1736.0,1712.5,1712.5,4101700
2024-12-27,1769.0,1769.5,1740.5,1749.0,3986000
2024-12-30,1779.5,1789.5,1768.5,1769.0,3562600
2025-01-06,1774.5,1783.0,1758.0,1779.5,4255000
2025-01-07,1765.5,1778.5,1751.0,1775.0,4450300
2025-01-08,1778.5,1795.0,1768.0,1780.0,3853900
2025-01-09,1747.5,1773.0,1745.5,1772.0,3624200
2025-01-10,1735.0,1753.0,1732.0,1744.5,2804000
2025-01-14,1726.0,1752.0,1715.0,1749.5,2916400
2025-01-15,1731.0,1748.5,1728.5,1744.0,1906300
2025-01-16,1708.0,1725.5,1708.0,1720.0,2798800
2025-01-17,1719.0,1723.0,1698.0,1702.0,3264800
2025-01-20,1753.5,1756.5,1725.0,1730.0,3293600
2025-01-21,1746.0,1759.5,1741.0,1756.0,2344600
2025-01-22,1742.0,1754.0,1739.0,1745.5,2275300
2025-01-23,1746.0,1750.0,1729.5,1742.0,2753500
2025-01-24,1760.5,1766.0,1745.5,1754.5,3152200
2025-01-27,1788.0,1792.0,1770.0,1770.0,3445700
2025-01-28,1786.5,1802.0,1778.5,1782.0,2726700
2025-01-29,1787.5,1794.5,1778.0,1782.0,2316500
2025-01-30,1809.0,1809.0,1787.0,1789.0,3125000
2025-01-31,1800.0,1808.5,1789.0,1801.0,4357900
2025-02-03,1761.5,1778.0,1756.0,1777.0,5521000
2025-02-04,1776.5,1788.5,1768.0,1775.5,3202100
2025-02-05,1783.5,1802.0,1780.5,1789.5,3134100
2025-02-06,1800.0,1813.5,1782.0,1782.0,3809200
2025-02-07,1767.0,1774.5,1722.0,1730.0,10547100
2025-02-10,1763.5,1782.5,1753.0,1769.0,4503500
2025-02-12,1735.0,1788.5,1732.0,1782.5,5780900
2025-02-13,1766.0,1766.0,1743.5,1750.0,4353800
2025-02-14,1754.0,1785.5,1754.0,1773.5,2984500
2025-02-17,1765.5,1767.5,1749.5,1752.0,2579900
2025-02-18,1774.5,1781.5,1764.5,1776.0,2635000
2025-02-19,1799.5,1819.0,1793.5,1795.0,5440600
2025-02-20,1800.0,1805.5,1790.0,1797.5,3363600
2025-02-21,1802.0,1802.5,1785.0,1797.0,3516800
2025-02-25,1816.5,1841.0,1801.5,1827.0,4135000
2025-02-26,1832.0,1837.5,1801.0,1824.0,5031600
2025-02-27,1886.5,1897.0,1846.5,1847.5,7659400
2025-02-28,1873.0,1891.5,1856.0,1887.0,6221600
2025-03-03,1897.0,1910.0,1878.5,1889.5,4981400
2025-03-04,1887.0,1890.5,1867.5,1886.0,3624300
2025-03-05,1891.0,1908.5,1876.0,1900.0,4513300
2025-03-06,1961.0,1970.0,1918.0,1920.0,9581700
2025-03-07,1980.0,1990.0,1941.0,1952.0,7397600
2025-03-10,1971.5,1992.0,1957.5,1979.5,5237100
2025-03-11,1912.0,1950.0,1897.0,1949.0,8596400
2025-03-12,1927.0,1937.0,1916.0,1930.0,3508900
2025-03-13,1941.0,1956.0,1930.0,1945.0,4284100
2025-03-14,1952.5,1966.0,1940.5,1955.0,3576600
